Var1,Var2,Var3,Var4,Var5
rov trace:,NaN,NaN,NaN,NaN
,0.001,-0.003,-0.014,0
,0.006,-0.003,-0.017,-0.001
,0.007,-0.002,-0.02,-0.001
,0.005,0,-0.021,0
,0.001,0.001,-0.021,0.001
,-0.002,0.002,-0.019,0
,-0.002,0.001,-0.017,-0.002
,0,0,-0.016,-0.005
,0.002,-0.003,-0.017,-0.006
,0.004,-0.006,-0.019,-0.006
,0.003,-0.009,-0.022,-0.005
,0.002,-0.011,-0.023,-0.004
,0.001,-0.011,-0.023,-0.004
,0.002,-0.011,-0.022,-0.006
,0.004,-0.011,-0.019,-0.01
,0.006,-0.012,-0.017,-0.014
,0.005,-0.014,-0.016,-0.018
,0.003,-0.017,-0.015,-0.019
,0,-0.018,-0.015,-0.018
,-0.002,-0.018,-0.015,-0.016
,-0.002,-0.016,-0.014,-0.013
,0,-0.012,-0.012,-0.01
,0.002,-0.009,-0.009,-0.009
,0.003,-0.006,-0.004,-0.009
,0.002,-0.004,0.001,-0.01
,0,-0.002,0.006,-0.011
,-0.004,-0.001,0.011,-0.013
,-0.007,0.001,0.013,-0.015
,-0.008,0.005,0.015,-0.018
,-0.008,0.009,0.016,-0.021
,-0.008,0.013,0.017,-0.024
,-0.008,0.016,0.017,-0.025
,-0.009,0.018,0.016,-0.025
,-0.011,0.017,0.014,-0.023
,-0.012,0.015,0.012,-0.02
,-0.01,0.012,0.011,-0.016
,-0.006,0.008,0.011,-0.012
,0,0.006,0.013,-0.01
,0.004,0.005,0.015,-0.01
,0.006,0.005,0.018,-0.01
,0.007,0.007,0.02,-0.01
,0.007,0.009,0.022,-0.008
,0.006,0.011,0.022,-0.005
,0.007,0.013,0.022,0
,0.009,0.014,0.021,0.004
,0.011,0.016,0.02,0.006
,0.013,0.016,0.018,0.007
,0.014,0.016,0.017,0.007
,0.014,0.016,0.016,0.008
,0.012,0.015,0.017,0.009
,0.01,0.015,0.02,0.01
,0.008,0.015,0.022,0.01
,0.007,0.016,0.024,0.01
,0.008,0.017,0.024,0.009
,0.009,0.017,0.021,0.008
,0.012,0.016,0.018,0.006
,0.014,0.013,0.014,0.005
,0.016,0.01,0.012,0.005
,0.017,0.007,0.01,0.006
,0.018,0.004,0.008,0.008
,0.019,0.002,0.005,0.01
,0.02,0,0.002,0.012
,0.022,-0.002,-0.001,0.013
,0.023,-0.003,-0.003,0.014
,0.024,-0.003,-0.003,0.016
,0.026,-0.004,-0.002,0.018
,0.027,-0.006,-0.002,0.02
,0.027,-0.008,-0.005,0.022
,0.025,-0.012,-0.008,0.023
,0.021,-0.015,-0.011,0.023
,0.016,-0.016,-0.011,0.022
,0.01,-0.015,-0.008,0.02
,0.007,-0.012,-0.003,0.018
,0.006,-0.006,0.003,0.015
,0.005,0,0.007,0.013
,0.004,0.007,0.01,0.011
,0.002,0.013,0.013,0.009
,0.001,0.017,0.016,0.009
,0.001,0.022,0.02,0.01
,0.002,0.026,0.025,0.01
,0.003,0.031,0.029,0.009
,0.002,0.036,0.033,0.006
,-0.003,0.039,0.036,0.004
,-0.011,0.042,0.039,0.001
,-0.018,0.042,0.041,-0.003
,-0.021,0.042,0.041,-0.008
,-0.019,0.041,0.04,-0.014
,-0.013,0.039,0.038,-0.02
,-0.005,0.038,0.036,-0.023
,0.003,0.037,0.034,-0.02
,0.009,0.036,0.033,-0.013
,0.014,0.036,0.032,-0.003
,0.018,0.037,0.032,0.006
,0.022,0.037,0.032,0.011
,0.025,0.035,0.031,0.012
,0.029,0.033,0.031,0.012
,0.032,0.032,0.03,0.013
,0.035,0.031,0.028,0.016
,0.037,0.03,0.024,0.022
,0.038,0.028,0.02,0.029
,0.039,0.024,0.015,0.035
,0.04,0.019,0.01,0.039
,0.041,0.013,0.007,0.039
,0.044,0.009,0.005,0.038
,0.045,0.009,0.004,0.036
,0.044,0.01,0.004,0.034
,0.043,0.012,0.003,0.032
,0.04,0.012,0.002,0.03
,0.037,0.01,0.002,0.03
,0.035,0.006,0,0.03
,0.034,0.001,-0.002,0.031
,0.031,-0.003,-0.006,0.031
,0.027,-0.006,-0.011,0.03
,0.022,-0.008,-0.015,0.028
,0.017,-0.01,-0.018,0.026
,0.014,-0.011,-0.018,0.024
,0.014,-0.013,-0.017,0.021
,0.014,-0.016,-0.016,0.018
,0.014,-0.02,-0.018,0.015
,0.013,-0.023,-0.023,0.014
,0.01,-0.026,-0.03,0.013
,0.006,-0.028,-0.037,0.013
,0.002,-0.029,-0.039,0.011
,0,-0.031,-0.038,0.008
,-0.003,-0.034,-0.034,0.003
,-0.006,-0.037,-0.031,0
,-0.01,-0.039,-0.03,-0.002
,-0.014,-0.039,-0.031,-0.001
,-0.017,-0.039,-0.032,-0.001
,-0.018,-0.036,-0.032,-0.004
,-0.018,-0.033,-0.03,-0.008
,-0.017,-0.03,-0.027,-0.016
,-0.018,-0.027,-0.025,-0.023
,-0.021,-0.024,-0.023,-0.028
,-0.025,-0.021,-0.02,-0.031
,-0.029,-0.019,-0.017,-0.032
,-0.033,-0.018,-0.012,-0.031
,-0.035,-0.017,-0.008,-0.031
,-0.036,-0.016,-0.006,-0.032
,-0.035,-0.014,-0.007,-0.036
,-0.034,-0.01,-0.009,-0.04
,-0.033,-0.004,-0.01,-0.044
,-0.032,0.001,-0.008,-0.047
,-0.033,0.005,-0.004,-0.048
,-0.034,0.006,0.001,-0.047
,-0.035,0.006,0.006,-0.044
,-0.035,0.005,0.008,-0.042
,-0.033,0.005,0.009,-0.039
,-0.029,0.007,0.009,-0.036
,-0.026,0.01,0.01,-0.032
,-0.022,0.013,0.011,-0.028
,-0.019,0.014,0.013,-0.023
,-0.015,0.012,0.014,-0.019
,-0.012,0.009,0.015,-0.016
,-0.007,0.006,0.014,-0.014
,-0.002,0.005,0.012,-0.012
,0.003,0.005,0.008,-0.008
,0.007,0.006,0.005,-0.004
,0.01,0.007,0.003,-0.001
,0.012,0.005,0.003,0.002
,0.013,0.002,0.003,0.004
,0.013,-0.002,0.003,0.006
,0.014,-0.007,0.003,0.008
,0.015,-0.01,0.001,0.011
,0.015,-0.012,0,0.012
,0.016,-0.012,-0.001,0.012
,0.015,-0.012,-0.003,0.009
,0.014,-0.013,-0.007,0.006
,0.011,-0.015,-0.011,0.003
,0.008,-0.017,-0.016,0.003
,0.005,-0.018,-0.018,0.006
,0.004,-0.016,-0.017,0.009
,0.005,-0.013,-0.013,0.012
,0.006,-0.009,-0.008,0.013
,0.007,-0.007,-0.004,0.011
,0.009,-0.006,-0.004,0.007
,0.009,-0.006,-0.006,0.003
,0.008,-0.007,-0.009,0
,0.006,-0.007,-0.009,0
,0.002,-0.008,-0.008,0.002
,-0.001,-0.007,-0.006,0.004
,-0.004,-0.006,-0.004,0.006
,-0.005,-0.005,-0.004,0.005
,-0.005,-0.004,-0.005,0.003
,-0.005,-0.003,-0.005,0
,-0.005,-0.003,-0.004,-0.002
,-0.005,-0.003,0,-0.002
,-0.005,-0.001,0.004,-0.001
,-0.004,0.001,0.008,0.001
,-0.002,0.005,0.01,0.001
,-0.001,0.009,0.009,-0.001
,-0.001,0.011,0.006,-0.004
,-0.004,0.012,0.003,-0.006
,-0.008,0.01,0.002,-0.006
,-0.011,0.006,0.002,-0.004
,-0.011,0.003,0.003,0
,-0.008,0,0.005,0.004
,-0.004,0.001,0.006,0.006
,0,0.003,0.007,0.006
,0.003,0.005,0.008,0.005
,0.003,0.005,0.009,0.003
,0.002,0.004,0.009,0.001
,0.001,0.002,0.007,-0.002
,0.001,0,0.004,-0.003
,0.002,0,0.001,-0.003
,0.003,0.001,-0.001,-0.002
,0.004,0.001,-0.001,0
,0.004,-0.001,-0.001,0.003
,0.003,-0.003,-0.002,0.004
,0.001,-0.005,-0.004,0.003
,0,-0.005,-0.007,0.002
,0,-0.003,-0.009,0
,0.001,0,-0.008,-0.001
,0.003,0.003,-0.004,-0.001
,0.003,0.004,0.001,0
,0.001,0.004,0.006,0.002
,-0.001,0.004,0.009,0.002
,-0.003,0.004,0.009,0.001
,-0.003,0.005,0.009,-0.002
,-0.001,0.005,0.007,-0.006
,0,0.006,0.006,-0.009
,0.001,0.005,0.003,-0.011
,-0.001,0.005,0,-0.01
,-0.004,0.004,-0.002,-0.008
,-0.007,0.004,-0.003,-0.006
,-0.009,0.004,-0.002,-0.004
,-0.008,0.005,0.001,-0.003
,-0.007,0.007,0.004,-0.003
,-0.004,0.008,0.007,-0.001
,-0.003,0.008,0.008,0.002
,-0.003,0.008,0.009,0.004
,-0.004,0.008,0.01,0.005
,-0.006,0.006,0.01,0.003
,-0.007,0.005,0.01,0
,-0.006,0.003,0.009,-0.003
,-0.004,0.003,0.007,-0.004
,-0.002,0.002,0.005,-0.004
,0,0.001,0.003,-0.003
,0,0,0.002,-0.002
,0,0,0.001,-0.001
,0,0.001,0,0
,0,0.002,0,0.002
,0.002,0.004,0.001,0.003
,0.004,0.005,0.003,0.003
,0.006,0.004,0.005,0.002
,0.006,0.003,0.005,0
,0.006,0,0.003,-0.001
,0.005,-0.003,0,-0.001
,0.004,-0.005,-0.003,-0.001
,0.003,-0.006,-0.004,0
,0.003,-0.007,-0.003,0.002
,0.003,-0.007,-0.001,0.003
,0.002,-0.007,0,0.005
,0.001,-0.007,-0.001,0.005
,-0.001,-0.007,-0.003,0.004
,-0.001,-0.006,-0.004,0.001
,-0.001,-0.005,-0.004,-0.003
,-0.001,-0.004,-0.002,-0.006
,-0.001,-0.002,0,-0.007
,-0.001,-0.001,0,-0.005
,-0.002,-0.001,0,-0.002
,-0.003,-0.001,-0.002,0.001
,-0.005,-0.002,-0.002,0
,-0.006,-0.002,-0.002,-0.002
,-0.007,-0.002,0,-0.006
,-0.007,-0.001,0.001,-0.008
,-0.006,0.001,0.002,-0.008
,-0.004,0.003,0.003,-0.006
,-0.001,0.006,0.003,-0.004
,0,0.008,0.004,-0.004
,0.001,0.01,0.005,-0.006
,0,0.01,0.005,-0.007
,0,0.008,0.004,-0.008
,-0.001,0.005,0.002,-0.005
,0,0.002,0.001,-0.001
,0,0.002,0.001,0.003
,-0.001,0.003,0.003,0.004
,-0.002,0.004,0.005,0.004
,-0.003,0.005,0.006,0.003
,-0.004,0.004,0.007,0.003
,-0.004,0.004,0.007,0.004
,-0.002,0.003,0.008,0.005
,-0.001,0.003,0.009,0.005
,0.001,0.002,0.011,0.005
,0.001,0,0.01,0.004
,0.001,-0.002,0.008,0.004
,0.002,-0.003,0.003,0.004
,0.002,-0.003,-0.002,0.004
,0.004,-0.001,-0.007,0.003
,0.006,0.001,-0.008,0.002
,0.008,0.002,-0.007,0.001
,0.009,0.002,-0.005,0
,0.009,0.001,-0.003,0
,0.008,0,-0.004,0.001
,0.006,-0.001,-0.005,0.001
,0.005,-0.001,-0.006,0
,0.004,0,-0.005,-0.002
,0.003,-0.001,-0.002,-0.003
,0.002,-0.001,0.001,-0.003
,0.001,-0.002,0.002,-0.003
,0.001,-0.002,0,-0.003
,0.002,0,-0.003,-0.003
,0.002,0.002,-0.006,-0.003
,0.002,0.003,-0.006,-0.004
,0,0.002,-0.003,-0.003
,-0.004,0,0,-0.001
,-0.008,-0.001,0.002,0.001
,-0.01,-0.001,0.001,0.003
,-0.01,0.001,-0.001,0.002
,-0.007,0.002,-0.002,-0.001
,-0.003,0.003,-0.001,-0.004
,0.001,0.004,0.002,-0.006
,0.004,0.005,0.007,-0.005
,0.005,0.006,0.009,-0.004
,0.005,0.008,0.01,-0.003
,0.004,0.009,0.008,-0.002
,0.002,0.01,0.006,-0.002
,0.001,0.008,0.004,-0.002
,-0.001,0.005,0.004,-0.001
,-0.002,0.002,0.005,0
,-0.002,0,0.006,0.001
,-0.001,-0.002,0.006,0.002
,0.002,-0.003,0.005,0.002
,0.004,-0.003,0.003,0.002
,0.007,-0.002,0.002,0.003
,0.01,-0.001,0,0.003
,0.011,0,0,0.003
,0.01,0,-0.001,0.003
,0.008,-0.001,-0.001,0.003
,0.005,-0.003,-0.001,0.003
,0.003,-0.004,-0.002,0.005
,0.001,-0.006,-0.003,0.006
,0.001,-0.006,-0.005,0.007
,0.001,-0.006,-0.007,0.006
,0.001,-0.006,-0.008,0.004
,0,-0.006,-0.007,0.002
,-0.001,-0.006,-0.006,0
,-0.001,-0.006,-0.004,0
,-0.001,-0.006,-0.002,0.001
,-0.001,-0.005,0,0.002
,0,-0.002,0.001,0.002
,-0.001,0.001,0.002,0.001
,-0.002,0.004,0.002,0
,-0.004,0.006,0.002,-0.001
,-0.006,0.005,0,-0.001
,-0.007,0.002,-0.002,-0.002
,-0.007,0,-0.004,-0.003
,-0.007,-0.001,-0.005,-0.004
,-0.006,0,-0.004,-0.005
,-0.005,0.001,-0.002,-0.005
,-0.006,0.001,0.001,-0.004
,-0.006,0.002,0.004,-0.004
,-0.007,0.001,0.006,-0.003
,-0.007,0.001,0.005,-0.002
,-0.006,0.002,0.003,-0.001
,-0.003,0.004,0.001,0
,0,0.006,0.001,0
,0.002,0.007,0.002,0
,0.004,0.008,0.004,-0.001
,0.003,0.008,0.005,-0.001
,0.001,0.007,0.005,-0.001
,0,0.005,0.004,0
,-0.001,0.004,0.002,0.001
,-0.001,0.002,0.001,0.001
,0,-0.001,0.001,0.003
,0,-0.003,0.001,0.005
,0.001,-0.004,0.001,0.007
,0.003,-0.005,0,0.007
,0.005,-0.005,-0.001,0.005
,0.007,-0.005,-0.002,0.003
,0.008,-0.005,-0.001,0
,0.008,-0.005,0.001,-0.001
,0.008,-0.006,0.004,-0.001
,0.007,-0.006,0.005,0
,0.006,-0.005,0.005,-0.001
,0.006,-0.002,0.003,-0.001
,0.005,0.002,0.001,-0.002
,0.004,0.005,-0.001,-0.002
,0.001,0.005,-0.003,-0.001
,-0.001,0.004,-0.004,0.001
,-0.003,0.002,-0.004,0.002
,-0.003,-0.001,-0.005,0.002
,-0.002,-0.003,-0.005,0
,-0.001,-0.005,-0.005,-0.003
,-0.001,-0.006,-0.003,-0.005
,-0.001,-0.007,-0.001,-0.007
,-0.002,-0.006,0.002,-0.006
,-0.003,-0.004,0.003,-0.004
,-0.002,-0.002,0.003,-0.001
,-0.001,-0.001,0.002,0.002
,0.001,0,0.001,0.004
,0.001,0,0,0.003
,0.001,0.001,0.001,0.002
,0,0.002,0.003,0
,-0.001,0.002,0.005,-0.002
,-0.002,0.002,0.006,-0.003
,-0.003,0.002,0.004,-0.004
,-0.004,0.002,0.002,-0.005
,-0.003,0.002,0,-0.005
,-0.001,0,0,-0.004
,0.002,-0.001,0,-0.003
,0.003,-0.002,0.002,0
,0.003,-0.002,0.002,0.004
,0.001,-0.001,0.002,0.008
,0,0.003,0.001,0.011
,-0.001,0.006,0.001,0.011
,0,0.008,0.002,0.008
,0.001,0.008,0.003,0.004
,0.002,0.005,0.004,0.001
,0.001,0.002,0.004,0
,0,-0.001,0.002,0.001
,0,-0.003,0,0.003
,0.002,-0.003,-0.001,0.005
,0.004,-0.003,-0.001,0.004
,0.006,-0.001,-0.001,0.002
,0.007,0.001,-0.002,0
,0.007,0.003,-0.002,0
,0.005,0.004,-0.003,0.002
,0.003,0.002,-0.004,0.006
,0.001,0,-0.004,0.008
,0,-0.003,-0.005,0.008
,-0.001,-0.005,-0.006,0.005
,-0.002,-0.005,-0.006,-0.001
,-0.004,-0.003,-0.006,-0.005
,-0.006,0,-0.005,-0.007
,-0.007,0.001,-0.004,-0.006
,-0.006,0.001,-0.003,-0.003
,-0.004,0.001,-0.003,-0.002
,0,0.002,-0.002,-0.003
,0.002,0.003,-0.001,-0.004
,0.003,0.003,0.001,-0.005
,0.001,0.003,0.003,-0.003
,-0.001,0,0.003,-0.001
,-0.004,-0.003,0.003,0.001
,-0.005,-0.004,0.004,0.001
,-0.004,-0.003,0.006,-0.001
,-0.002,0.002,0.008,-0.003
,0,0.007,0.009,-0.005
,0.001,0.011,0.009,-0.005
,0.001,0.012,0.008,-0.003
,0.001,0.01,0.006,-0.001
,0,0.006,0.005,-0.001
,0,0.004,0.005,0
,0.001,0.003,0.006,0
,0.002,0.003,0.006,0.001
,0.004,0.004,0.006,0.003
,0.005,0.003,0.004,0.005
,0.007,0.002,0.003,0.007
,0.007,0.001,0.002,0.007
,0.006,0.001,0.001,0.007
,0.004,0.003,0.001,0.005
,0.003,0.005,0,0.002
,0.003,0.007,-0.001,0.001
,0.003,0.006,-0.002,0.001
,0.002,0.003,-0.002,0.002
,0.002,-0.003,-0.003,0.005
,0.001,-0.007,-0.002,0.007
,0.001,-0.009,-0.001,0.008
,0.002,-0.008,-0.001,0.006
,0.003,-0.005,-0.001,0.003
,0.003,-0.002,-0.002,0
,0.002,0,-0.004,-0.002
,0.002,-0.001,-0.006,-0.003
,0.001,-0.003,-0.006,-0.004
,0.001,-0.004,-0.005,-0.005
,0.001,-0.005,-0.003,-0.007
,0.001,-0.003,0,-0.008
,0,-0.001,0.001,-0.007
,-0.002,0.001,0.001,-0.004
,-0.005,0.003,-0.001,0
,-0.007,0.004,-0.002,0.004
,-0.008,0.005,-0.003,0.005
,-0.006,0.005,-0.002,0.004
,-0.003,0.005,0,0.002
,0,0.004,0.002,0
,0.001,0.003,0.004,0
,0.001,0.001,0.006,0.001
,-0.001,-0.001,0.009,0.003
,-0.004,-0.002,0.01,0.004
,-0.005,-0.003,0.01,0.004
,-0.004,-0.001,0.008,0.003
,-0.001,0.001,0.005,0.002
,0.002,0.004,0.003,0.001
,0.004,0.005,0.002,0.001
,0.004,0.005,0.002,0.002
,0.003,0.004,0.003,0.002
,0.001,0.004,0.003,0.003
,0,0.004,0.001,0.003
,0,0.004,-0.002,0.004
,0.001,0.003,-0.004,0.004
,0.004,0.001,-0.005,0.003
,0.006,-0.003,-0.005,0.002
,0.006,-0.006,-0.005,0.001
,0.005,-0.007,-0.006,0
,0.002,-0.007,-0.008,-0.001
,0,-0.004,-0.009,-0.001
,0,-0.001,-0.008,-0.001
,0.001,0,-0.005,-0.001
,0.004,0,0,-0.001
,0.006,-0.002,0.003,-0.002
,0.007,-0.003,0.004,-0.002
,0.005,-0.003,0.002,-0.001
,0.002,-0.002,-0.001,0
,-0.002,-0.002,-0.003,0.001
,-0.004,-0.002,-0.004,0
,-0.006,-0.002,-0.003,-0.002
,-0.008,-0.001,-0.001,-0.005
,-0.009,0.001,0,-0.008
,-0.009,0.004,0,-0.009
,-0.007,0.006,0,-0.008
,-0.005,0.006,-0.001,-0.006
,-0.002,0.004,-0.001,-0.004
,0,0,-0.001,-0.002
,0,-0.002,0.001,0
,0,-0.001,0.002,0.001
,0,0.002,0.003,0.002
,0,0.006,0.004,0.003
,0.001,0.007,0.005,0.004
,0.002,0.007,0.004,0.004
,0.003,0.006,0.004,0.003
,0.002,0.005,0.002,0
,0.002,0.004,0.001,-0.002
,0.002,0.005,0.001,-0.003
,0.003,0.005,0.001,-0.003
,0.004,0.004,0.001,-0.001
,0.006,0.001,0.002,0.001
,0.007,-0.002,0.003,0.003
,0.007,-0.004,0.004,0.004
,0.007,-0.003,0.003,0.005
,0.005,-0.002,0.002,0.004
,0.004,-0.001,0.001,0.003
,0.002,-0.003,0,0.002
,0.002,-0.006,-0.001,0.001
,0.003,-0.01,-0.002,0
,0.004,-0.011,-0.003,0
,0.005,-0.008,-0.004,0
,0.004,-0.004,-0.005,0.001
,0.001,-0.001,-0.007,0.003
,-0.002,0,-0.008,0.004
,-0.005,-0.003,-0.007,0.004
,-0.006,-0.007,-0.005,0.004
,-0.005,-0.011,-0.002,0.002
,-0.004,-0.011,0.002,0
,-0.004,-0.007,0.005,-0.002
,-0.004,-0.001,0.005,-0.003
,-0.004,0.004,0.002,-0.002
,-0.004,0.006,-0.003,0.001
,-0.003,0.005,-0.008,0.003
,-0.003,0.002,-0.01,0.003
,-0.003,-0.002,-0.01,0.002
,-0.004,-0.004,-0.006,-0.002
,-0.006,-0.002,-0.001,-0.007
,-0.007,0.003,0.003,-0.01
,-0.006,0.008,0.005,-0.01
,-0.004,0.011,0.005,-0.007
,-0.002,0.012,0.005,-0.003
,0,0.01,0.005,0.001
,0.002,0.007,0.007,0.002
,0.002,0.004,0.009,0.001
,0.002,0.002,0.01,-0.002
,0.002,0.001,0.009,-0.004
,0.001,0.001,0.007,-0.004
,0,0.001,0.003,-0.003
,-0.002,0.001,-0.001,-0.001
,-0.003,0.001,-0.004,-0.001
,-0.004,0,-0.005,0
,-0.003,-0.002,-0.004,0.001
,0,-0.004,-0.002,0.002
,0.005,-0.004,0,0.004
,0.008,-0.004,0.003,0.004
,0.009,-0.003,0.005,0.004
,0.007,-0.001,0.006,0.002
,0.002,-0.001,0.005,0
,-0.002,0,0.001,0
,-0.005,-0.001,-0.003,0
,-0.004,-0.001,-0.007,0
,-0.001,-0.002,-0.008,0
,0.003,-0.004,-0.007,0
,0.004,-0.006,-0.004,0
,0.004,-0.007,0,-0.001
,0.003,-0.007,0.001,-0.001
,0.002,-0.004,0,0
,0.002,-0.001,-0.004,0.001
,0.003,0.002,-0.007,0.002
,0.003,0.001,-0.008,0.004
,0.002,-0.001,-0.007,0.005
,0.001,-0.004,-0.004,0.005
,-0.001,-0.005,-0.001,0.006
,-0.001,-0.004,0.002,0.005
,-0.001,-0.001,0.003,0.004
,0,0.002,0.003,0.002
,0,0.004,0.003,0.001
,-0.001,0.004,0.003,0
,-0.002,0.004,0.003,0.002
,-0.004,0.004,0.003,0.003
,-0.005,0.005,0.001,0.003
,-0.006,0.005,-0.001,0.001
,-0.006,0.006,-0.003,-0.002
,-0.005,0.005,-0.004,-0.005
,-0.004,0.003,-0.004,-0.006
,-0.002,0.001,-0.003,-0.005
,-0.001,0,-0.002,-0.002
,0,0,-0.001,-0.001
,0,0,0,-0.002
,0.001,0.001,0.001,-0.004
,0.002,0.001,0.002,-0.006
,0.004,0,0.002,-0.007
,0.006,-0.001,0.002,-0.006
,0.006,-0.003,0.002,-0.004
,0.005,-0.005,0.002,-0.002
,0.004,-0.005,0.001,0
,0.002,-0.004,-0.001,0.003
,0.003,-0.003,-0.003,0.005
,0.003,-0.002,-0.005,0.008
,0.004,-0.002,-0.006,0.009
,0.002,-0.003,-0.005,0.01
,0,-0.003,-0.003,0.007
,-0.003,-0.004,-0.001,0.004
,-0.005,-0.005,0,-0.001
,-0.005,-0.006,0,-0.004
,-0.004,-0.006,-0.001,-0.005
,-0.002,-0.004,-0.002,-0.004
,-0.001,-0.002,-0.003,0
,-0.001,-0.001,-0.003,0.003
,-0.001,0,-0.003,0.005
,0,0,-0.003,0.004
,0.001,-0.001,-0.003,0.001
,0,-0.001,-0.004,-0.003
,-0.002,-0.001,-0.005,-0.005
,-0.005,-0.001,-0.005,-0.006
,-0.007,0.001,-0.003,-0.004
,-0.007,0.002,0,-0.001
,-0.004,0.002,0.002,-0.001
,0,0.002,0.003,-0.003
,0.002,0.001,0.003,-0.007
,0.002,0,0.002,-0.01
,0,0,0.002,-0.01
,-0.002,-0.001,0.002,-0.007
,-0.004,-0.001,0.002,-0.003
,-0.005,0,0.003,0.001
,-0.003,0.001,0.003,0.002
,-0.002,0.001,0.003,0.001
,-0.001,0.001,0.002,-0.001
,-0.001,0,0.002,-0.002
,-0.003,-0.001,0.002,-0.002
,-0.003,-0.002,0.003,-0.001
,-0.003,-0.001,0.004,-0.001
,-0.001,0.001,0.005,-0.003
,0.002,0.003,0.006,-0.005
,0.004,0.004,0.005,-0.005
,0.005,0.004,0.002,-0.003
,0.005,0.002,-0.002,0.001
,0.004,-0.001,-0.005,0.005
,0.004,-0.002,-0.005,0.006
,0.003,-0.001,-0.003,0.005
,0.002,0,-0.001,0.003
,0.001,0.001,0.001,0
,-0.001,0.001,0,-0.001
,-0.003,-0.001,-0.003,0
,-0.004,-0.003,-0.006,0.001
,-0.005,-0.005,-0.007,0.002
,-0.005,-0.005,-0.006,0.001
,-0.004,-0.003,-0.003,-0.001
,-0.003,0,0.002,-0.003
,-0.001,0.002,0.005,-0.004
,0.001,0.003,0.006,-0.004
,0.003,0.002,0.006,-0.003
,0.003,0.001,0.004,-0.001
,0.003,0,0.001,-0.001
,0.003,0,-0.002,-0.001
,0.003,0.001,-0.003,-0.002
,0.003,0.001,-0.004,-0.001
,0.002,0.001,-0.004,0
,0,0,-0.002,0.002
,-0.003,0,-0.001,0.004
,-0.006,0.002,-0.001,0.005
,-0.008,0.004,-0.001,0.004
,-0.007,0.005,-0.002,0.002
,-0.005,0.005,-0.002,0
,-0.003,0.003,-0.002,-0.001
,-0.002,0,-0.002,-0.002
,-0.002,-0.004,-0.001,-0.003
,-0.002,-0.005,0,-0.003
,-0.002,-0.005,0.001,-0.002
,-0.001,-0.004,0.001,-0.001
,0.001,-0.003,0.001,-0.001
,0.003,-0.002,0,0
,0.004,-0.001,0,0
,0.003,0.001,0,0
,0.001,0.002,0.001,0.001
,0.001,0.003,0.004,0.001
,0.002,0.003,0.006,0.002
,0.004,0.002,0.006,0.003
,0.007,0,0.004,0.004
,0.008,-0.001,0.002,0.004
,0.006,-0.001,-0.001,0.005
,0.003,-0.001,-0.002,0.006
,0,-0.001,-0.001,0.006
,-0.002,-0.002,-0.001,0.005
,-0.002,-0.004,0,0.003
,0,-0.006,-0.001,0.001
,0.002,-0.006,-0.001,-0.001
,0.002,-0.004,-0.002,-0.002
,0.001,-0.001,-0.002,-0.001
,0,0.003,-0.002,-0.001
,0,0.005,-0.003,-0.001
,0,0.005,-0.004,-0.002
,0,0.004,-0.004,-0.004
,0,0.003,-0.004,-0.006
,-0.002,0.003,-0.004,-0.007
,-0.004,0.004,-0.002,-0.006
,-0.005,0.004,-0.001,-0.005
,-0.005,0.003,0,-0.004
,-0.002,0,0,-0.002
,0.001,-0.002,0.001,0
,0.003,-0.004,0.001,0.002
,0.003,-0.004,0.002,0.003
,0.001,-0.002,0.003,0.002
,-0.002,0,0.004,0
,-0.004,0.003,0.004,-0.002
,-0.005,0.005,0.004,-0.004
,-0.004,0.005,0.004,-0.005
,-0.001,0.005,0.005,-0.005
,0.002,0.003,0.005,-0.004
,0.004,0.001,0.004,-0.002
,0.004,-0.002,0.004,0
,0.002,-0.003,0.003,0.003
,-0.001,-0.004,0.003,0.005
,-0.002,-0.003,0.004,0.006
,-0.002,-0.001,0.004,0.006
,0.001,0.001,0.004,0.005
,0.004,0.002,0.004,0.004
,0.006,0.003,0.003,0.003
,0.006,0.002,0.002,0.003
,0.004,0.002,0,0.003
,0,0,-0.002,0.003
,-0.001,-0.002,-0.004,0.002
,-0.001,-0.005,-0.005,0.001
,0.002,-0.007,-0.005,0.001
,0.004,-0.007,-0.003,0.004
,0.005,-0.005,-0.001,0.008
,0.002,-0.003,0,0.01
,-0.002,-0.001,0,0.009
,-0.005,0,-0.002,0.005
,-0.005,-0.001,-0.003,0.001
,-0.003,-0.001,-0.004,-0.002
,0.001,-0.001,-0.003,-0.004
,0.003,-0.001,-0.003,-0.004
,0.002,0,-0.004,-0.004
,-0.001,0.001,-0.005,-0.004
,-0.005,0.003,-0.005,-0.005
,-0.007,0.004,-0.004,-0.006
,-0.007,0.006,-0.003,-0.005
,-0.004,0.007,-0.001,-0.003
,-0.001,0.006,-0.001,0
,0.001,0.004,-0.001,0.003
,0.002,0.001,-0.002,0.004
,0.003,-0.001,-0.001,0.004
,0.003,-0.002,0.001,0.003
,0.004,-0.002,0.003,0.001
,0.004,0,0.005,0
,0.004,0.001,0.005,-0.001
,0.003,0.001,0.004,-0.003
,0.002,0,0.002,-0.004
,0.001,-0.001,0,-0.004
,0.001,-0.002,0.001,-0.004
,0.001,-0.003,0.003,-0.003
,0.002,-0.003,0.005,-0.001
,0.002,-0.002,0.006,0.001
,0.001,-0.001,0.006,0.002
,0,0,0.005,0.001
,-0.002,0.001,0.003,-0.001
,-0.004,0,0.002,-0.004
